state,forecast_date,target_end_date,trained_q50,actual,normalized_interval_width,normalized_disagreement,num_modes,branch_1_center,branch_1_weight,branch_2_center,branch_2_weight,branch_3_center,branch_3_weight,forecast_error,closest_actual_branch
Alabama,2022-02-07,2022-02-12,56581.0,19598.0,0.6644456619713331,0.4173339634201251,3,19171.01327545293,0.14747975200455263,33031.17258088809,0.15305499643010734,75766.66377264648,0.6994652515653401,0.6536293101924674,1.0
Alabama,2022-02-14,2022-02-19,12485.0,10590.0,1.6351621946335602,0.46060614341145883,3,3158.5424,0.25253031624243844,10689.351723734546,0.2730594669272107,14263.29513160857,0.4744102168303509,0.15178213856627953,2.0
Alabama,2022-02-21,2022-02-26,9390.0,6398.0,1.2007454739084131,0.39757534807132117,3,3150.373481192659,0.45218498010832725,9267.716869650336,0.39357802428984157,12829.7142857143,0.15423699560183118,0.31863684771033013,2.0
Alabama,2022-02-28,2022-03-05,4952.0,3939.0,1.550686591276252,0.2951608495844202,1,4670.21143007411,1.0,,,,,0.2045638126009693,
Alabama,2022-03-07,2022-03-12,3252.0,6054.0,1.529520295202952,0.3657380627210048,1,3158.704737495179,1.0,,,,,0.4628344895936571,
Alabama,2022-03-14,2022-03-19,5181.0,2187.0,2.1067361513221385,0.40860475266805774,1,3860.530560917927,1.0,,,,,0.5778807180081066,
Alabama,2022-03-21,2022-03-26,1975.0,1322.0,1.9964556962025317,0.4651819587681975,1,1621.5302681967655,1.0,,,,,0.3306329113924051,
Alabama,2022-03-28,2022-04-02,1625.0,2960.0,1.7181538461538461,0.3724112739301313,1,1074.6199047490657,1.0,,,,,0.4510135135135135,
Alabama,2022-04-04,2022-04-09,2480.0,1262.0,1.4774193548387098,0.4730182355940479,1,1906.6202124831789,1.0,,,,,0.49112903225806454,
Alabama,2022-04-11,2022-04-16,1541.0,1139.0,1.5840363400389357,0.3342494296118535,1,1520.7034101374275,1.0,,,,,0.2608695652173913,
Alabama,2022-04-18,2022-04-23,1060.0,1268.0,2.0254716981132077,1.3994588885346237,1,1380.2765792035846,1.0,,,,,0.1640378548895899,
Alabama,2022-04-25,2022-04-30,1240.0,1596.0,2.5766129032258065,0.5892333229471001,1,1382.1377316593987,1.0,,,,,0.22305764411027568,
Alabama,2022-05-02,2022-05-07,1428.0,1664.0,1.4628851540616246,0.8524144053865239,1,1547.0901845294698,1.0,,,,,0.14182692307692307,
Alabama,2022-05-09,2022-05-14,1740.0,2313.0,1.4264367816091954,0.3259855162392296,1,1481.76736367696,1.0,,,,,0.24773022049286642,
Alabama,2022-05-16,2022-05-21,2494.0,3173.0,1.231355252606255,0.6426847553329181,1,2722.7520085882443,1.0,,,,,0.2139930664985818,
Alabama,2022-05-23,2022-05-28,3420.0,4554.0,1.4160818713450292,0.4643854875821949,1,3603.2725223997527,1.0,,,,,0.2490118577075099,
Alabama,2022-05-30,2022-06-04,4860.0,4592.0,1.2349794238683127,0.13728766490211153,1,5213.339990618895,1.0,,,,,0.0551440329218107,
Alabama,2022-06-06,2022-06-11,5471.0,8332.0,1.717601900932188,0.16374083951065177,1,5532.673638036242,1.0,,,,,0.3433749399903985,
Alabama,2022-06-13,2022-06-18,8559.0,9620.0,1.4305409510456828,0.10139994843596457,1,8369.93184909977,1.0,,,,,0.1102910602910603,
Alabama,2022-06-20,2022-06-25,9716.0,11287.0,0.9020172910662824,0.07517859228513436,1,9630.845785049198,1.0,,,,,0.1391866749357668,
Alabama,2022-06-27,2022-07-02,11944.0,12783.0,1.269675150703282,0.08597988826376893,1,11605.13035367357,1.0,,,,,0.06563404521630291,
Alabama,2022-07-04,2022-07-09,13254.0,14633.0,1.000528142447563,0.12676651660925775,1,12731.849369950474,1.0,,,,,0.0942390487254835,
